Pathway,DUPLICATE?,Carbohydrates Metabolism,Aminoacids and Polyamines Metabolism,Lipids Metabolism,Nucleic Base Metabolism,Catabolism of Xenobiotics,Vitamin Metabolism,Translation and protein maturation,Signaling,Perception and Neurotransmission,Immunity Linked Pathways,Sulfur Metabolism and Linked Redox Reactions,Hormone Linked Pathways,Cell cycle regulation and apoptosis,Molecular Transport pathways,Invasive Disease,Cytoskeleton Organisation and Cell Adhesion Linked Pathways ,Cancer and Tumorigenesis Linked Pathways,Chromatin Structure Linked Pathways,"RNA synthesis, processing and degradation","DNA replication, recombination and repair",Mitochondria Linked Pathways,Other,Garbage,TRUTHFULNESS
reactome_Interleukin_6_signaling_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Interleukin_7_signaling_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Interleukin_receptor_SHC_signaling_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Intrinsic_Pathway_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Ion_transport_by_P_type_ATPases_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Iron_uptake_and_transport_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_JNK_c_Jun_kinases_phosphorylation_and_activation_mediated_by_activated_human_TAK1_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_KSRP_destabilizes_mRNA_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Keratan_sulfate_biosynthesis_Main_Pathway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Keratan_sulfate_degradation_Main_Pathway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Ketone_body_catabolism_Main_Pathway,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Kinesins_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_L13a_mediated_translational_silencing_of_Ceruloplasmin_expression_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_L1CAM_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_LDL_endocytosis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_LRR_FLII_interacting_protein_1_LRRFIP1_activates_type_I_IFN_production_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Laminin_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Leading_Strand_Synthesis_Main_Pathway,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Leukotriene_receptors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Ligand_gated_ion_channel_transport_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Linoleic_acid_LA_metabolism_Main_Pathway,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Loss_of_Nlp_from_mitotic_centrosomes_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Loss_of_proteins_required_for_interphase_microtubule_organizationA_from_the_centrosome_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
reactome_Lysine_catabolism_Main_Pathway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Lysosome_Vesicle_Biogenesis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Lysosphingolipid_and_LPA_receptors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MEK_activation_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MHC_class_II_antigen_presentation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Meiotic_recombination_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Meiotic_synapsis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Membrane_binding_and_targetting_of_GAG_proteins_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reactome_Metabolism_of_Angiotensinogen_to_Angiotensins_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Metabolism_of_folate_and_pterines_Main_Pathway,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Metabolism_of_polyamines_Main_Pathway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Metal_ion_SLC_transporters_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Methionine_salvage_Main_Pathway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Methylation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
reactome_MicroRNA_miRNA_biogenesis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
reactome_Mineralocorticoid_biosynthesis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Miscellaneous_substrates_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Mismatch_repair_MMR_directed_by_MSH2_MSH3_MutSbeta__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Mismatch_repair_MMR_directed_by_MSH2_MSH6_MutSalpha__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Mitochondrial_iron_sulfur_cluster_biogenesis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
reactome_Mitochondrial_tRNA_aminoacylation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
reactome_Mitochondrial_transcription_initiation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
reactome_Mitotic_Prometaphase_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Molecules_associated_with_elastic_fibres_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Molybdenum_cofactor_biosynthesis_Main_Pathway,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Multifunctional_anion_exchangers_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Muscarinic_acetylcholine_receptors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MyD88_Mal_cascade_initiated_on_plasma_membrane_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MyD88_cascade_initiated_on_plasma_membrane_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MyD88_dependent_cascade_initiated_on_endosome_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_MyD88_independent_cascade_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NADE_modulates_death_signalling_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_NCAM1_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_NCAM_signaling_for_neurite_out_growth_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NEP_NS2_Interacts_with_the_Cellular_Export_Machinery_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_NF_kB_activation_through_FADD_RIP_1_pathway_mediated_by_caspase_8_and_10_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_NF_kB_is_activated_and_signals_survival_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_NGF_independant_TRKA_activation_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NGF_processing_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_NICD_traffics_to_nucleus_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_NOD1_2_Signaling_Pathway_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NOSTRIN_mediated_eNOS_trafficking_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_NOTCH1_Intracellular_Domain_Regulates_Transcription_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NOTCH2_Activation_and_Transmission_of_Signal_to_the_Nucleus_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NOTCH2_intracellular_domain_regulates_transcription_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NRAGE_signals_death_through_JNK_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_NRIF_signals_cell_death_from_the_nucleus_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_N_Glycan_antennae_elongation_Main_Pathway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_N_glycan_trimming_in_the_ER_and_Calnexin_Calreticulin_cycle_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Na_Cl_dependent_neurotransmitter_transporters_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Na_dependent_glucose_transporters_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Nectin_Necl_trans_heterodimerization_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_Nef_Mediated_CD4_Down_regulation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reactome_Nef_Mediated_CD8_Down_regulation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reactome_Nef_and_signal_transduction_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reactome_Nef_mediated_downregulation_of_MHC_class_I_complex_cell_surface_expression_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reactome_Negative_regulation_of_FGFR_signaling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Negative_regulation_of_the_PI3K_AKT_network_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Negative_regulators_of_RIG_I_MDA5_signaling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Nephrin_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Netrin_mediated_repulsion_signals_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Neurofascin_interactions_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Neurotransmitter_Clearance_In_The_Synaptic_Cleft_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Nicotinamide_salvaging_Main_Pathway,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Nicotinate_metabolism_Main_Pathway,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Nitric_oxide_stimulates_guanylate_cyclase_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NoRC_negatively_regulates_rRNA_expression_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Non_integrin_membrane_ECM_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Nonhomologous_End_joining_NHEJ__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Nonsense_Mediated_Decay_NMD_enhanced_by_the_Exon_Junction_Complex_EJC__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
reactome_Nonsense_Mediated_Decay_NMD_independent_of_the_Exon_Junction_Complex_EJC__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
reactome_Norepinephrine_Neurotransmitter_Release_Cycle_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Notch_HLH_transcription_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_NrCAM_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_Nuclear_Pore_Complex_NPC_Disassembly_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Nuclear_Receptor_transcription_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Nuclear_import_of_Rev_protein_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Nuclear_signaling_by_ERBB4_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_O_glycosylation_of_TSR_domain_containing_proteins_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_O_linked_glycosylation_of_mucins_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Olfactory_Signaling_Pathway_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Oncogene_Induced_Senescence_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Opioid_Signalling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Opsins_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Orc1_removal_from_chromatin_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
reactome_Organic_anion_transport_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Organic_anion_transporters_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Organic_cation_transport_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
reactome_Oxidative_Stress_Induced_Senescence_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_Oxygen_dependent_asparagine_hydroxylation_of_Hypoxia_inducible_Factor_Alpha_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Oxygen_dependent_proline_hydroxylation_of_Hypoxia_inducible_Factor_Alpha_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_P2Y_receptors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PCP_CE_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_PD_1_signaling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PECAM1_interactions_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_PERK_regulates_gene_expression_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PI3K_AKT_activation_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PI3K_Cascade_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PI3K_events_in_ERBB2_signaling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PIP3_activates_AKT_signaling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PI_3K_cascade_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PKA_activation_in_glucagon_signalling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PKA_mediated_phosphorylation_of_CREB_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PKA_mediated_phosphorylation_of_key_metabolic_factors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PLC_beta_mediated_events_Main_Pathway,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PLC_gamma1_signalling_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_POU5F1_OCT4_SOX2_NANOG_activate_genes_related_to_proliferation_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_POU5F1_OCT4_SOX2_NANOG_repress_genes_related_to_differentiation_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PP2A_mediated_dephosphorylation_of_key_metabolic_factors_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PPARA_activates_gene_expression_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_PRC2_methylates_histones_and_DNA_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
reactome_Packaging_Of_Telomere_Ends_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Pausing_and_recovery_of_HIV_elongation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Pausing_and_recovery_of_Tat_mediated_HIV_elongation_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Pentose_phosphate_pathway_hexose_monophosphate_shunt__Main_Pathway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Peptide_chain_elongation_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phagosomal_maturation_early_endosomal_stage__Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Phenylalanine_and_tyrosine_catabolism_Main_Pathway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphate_bond_hydrolysis_by_NUDT_proteins_Main_Pathway,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phospholipase_C_mediated_cascade_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphorylation_of_CD3_and_TCR_zeta_chains_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphorylation_of_Emi1_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphorylation_of_proteins_involved_in_G1_S_transition_by_active_Cyclin_E_Cdk2_complexes_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphorylation_of_proteins_involved_in_the_G2_M_transition_by_Cyclin_A_Cdc2_complexes_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_Phosphorylation_of_the_APC_C_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_Plasmalogen_biosynthesis_Main_Pathway,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Platelet_Adhesion_to_exposed_collagen_Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Platelet_Aggregation_Plug_Formation__Main_Pathway,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Platelet_sensitization_by_LDL_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
reactome_Polo_like_kinase_mediated_events_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reactome_Polymerase_switching_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Polymerase_switching_on_the_C_strand_of_the_telomere_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Post_chaperonin_tubulin_folding_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reactome_Post_transcriptional_silencing_by_small_RNAs_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Pre_NOTCH_Processing_in_Golgi_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Pre_NOTCH_Processing_in_the_Endoplasmic_Reticulum_Main_Pathway,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Prefoldin_mediated_transfer_of_substrate_to_CCT_TriC_Main_Pathway,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Pregnenolone_biosynthesis_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Presynaptic_function_of_Kainate_receptors_Main_Pathway,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reactome_Presynaptic_phase_of_homologous_DNA_pairing_and_strand_exchange_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Processing_of_Capped_Intron_Containing_Pre_mRNA_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
reactome_Processing_of_DNA_double_strand_break_ends_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Processing_of_DNA_ends_prior_to_end_rejoining_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reactome_Processing_of_Intronless_Pre_mRNAs_Main_Pathway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
